218	новая	новый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2065.472#2065.783
219	власть	власть	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2065.783#2066.094
220	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2066.094#2066.405
221	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2066.405#2066.716
222	чё	че	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2066.716#2067.027
223	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2067.027#2067.338
224	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2067.338#2067.649
225	доебались	доебаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2067.649#2067.96
226	блин	блин	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2067.96#2068.271
227	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2068.271#2068.582
228	акционисты	акционист	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2068.582#2068.893
229	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2068.893#2069.204
230	сраные	сраный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2069.204#2069.534
231	ну	ну	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2071.224#2071.642
232	ааа	аа	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2071.642#2072.06
233	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2072.06#2072.478
234	по	по	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2072.478#2072.896
235	факту	факт	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2072.896#2073.314
236	получается	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2073.314#2073.732
237	что	что	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2073.732#2074.15
238	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2074.15#2074.568
239	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2074.568#2074.986
240	зрения	зрение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2074.986#2075.404
241	сменяемости	сменяемость	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2075.404#2075.822
242	власти	власть	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2075.822#2076.24
243	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2076.24#2076.658
244	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2076.658#2077.076
245	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2077.076#2077.494
246	зрения	зрение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2077.494#2077.912
247	уважения	уважение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2077.912#2078.33
248	населения	население	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2078.33#2078.748
249	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2078.748#2079.166
250	конечно	конечно	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2079.166#2079.584
251	же	же	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2079.584#2080.002
252	страну	страна	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2080.002#2080.42
253	поставили	ставить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2080.42#2080.838
254	раком	рак	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2080.838#2081.258
255	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2081.914#2082.14
256	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2082.14#2082.366
257	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2082.366#2082.592
258	показали	показать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2082.592#2082.818
259	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2082.818#2083.044
260	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2083.044#2083.27
261	знаю	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2083.27#2083.496
262	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2083.496#2083.722
263	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2083.722#2083.948
264	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@juad1986m-word#@juad1986m#2083.948#2084.174
265	вкладывали	вкладывать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2084.174#2084.4
266	или	или	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2084.4#2084.626
267	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2084.626#2084.852
268	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2084.852#2085.086
269	но	но	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2085.431#2086.155
270	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2086.551#2086.953
271	всё	весь	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2086.953#2087.355
272	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2087.355#2087.758
273	по	по	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2087.827#2088.171
274	искусству	искусство	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2088.171#2088.515
275	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2088.515#2088.859
276	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2088.859#2089.206
277	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2089.396#2089.78
278	другой	другой	ADJ	_	Case=Gen|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2089.78#2090.164
279	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2090.164#2090.548
280	вот	вот	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2090.548#2090.932
281	эээ	эээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2090.932#2091.316
282	ммм	мм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2091.316#2091.7
283	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2091.7#2092.084
284	никаких	никакой	DET	_	Case=Gen|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2092.084#2092.468
285	вопросов	вопрос	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2092.468#2092.852
286	к	к	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2092.852#2093.236
287	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2093.236#2093.62
288	к	к	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2093.879#2094.093
289	э	эра	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2094.093#2094.307
290	к	к	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2094.307#2094.521
291	тому	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2094.521#2094.735
292	что	что	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2094.735#2094.949
293	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2094.949#2095.163
294	беременная	беременный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2095.163#2095.377
295	там	там	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2095.377#2095.591
296	на	на	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2095.591#2095.805
297	девятом	девят	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2095.805#2096.019
298	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2096.019#2096.233
299	месяце	месяц	NOUN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2096.233#2096.447
300	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2096.447#2096.661
301	да	да	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2096.661#2096.875
302	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2096.875#2097.089
303	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2097.089#2097.303
304	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2097.303#2097.517
305	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2097.517#2097.731
306	трахаешься	трахаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2097.731#2097.945
307	там	там	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2097.945#2098.159
308	с	с	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2098.159#2098.373
309	Петей	Петя	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2098.373#2098.603
310	но	но	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2098.948#2099.271
311	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2099.271#2099.594
312	ведь	ведь	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2099.594#2099.917
313	там	там	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2099.917#2100.24
314	же	же	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2100.24#2100.563
315	невольная	невольный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2100.563#2100.886
316	участница	участница	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2100.886#2101.209
317	акции	акция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2101.209#2101.534
318	это	это	PRON	_	_	_	_	_	@juad1986m-word#@juad1986m#2102.061#2102.397
319	твоя	твой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2102.397#2102.733
320	дочь	дочь	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2102.733#2103.069
321	которая	который	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2103.137#2103.39
322	у	у	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2103.39#2103.643
323	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2103.643#2103.896
324	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2103.896#2104.149
325	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2104.149#2104.402
326	пузе	пуза	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2104.402#2104.655
327	в	в	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2104.655#2104.908
328	тот	тот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2104.908#2105.161
329	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2105.161#2105.414
330	находилась	находиться	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2105.414#2105.672
331	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2106.137#2106.472
332	сама	сам	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2106.472#2106.807
333	сделала	делать	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2106.807#2107.142
334	выбор	выбор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2107.142#2107.477
335	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2107.477#2107.812
336	участвовать	участвовать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2107.812#2108.147
337	там	там	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2108.147#2108.482
338	но	но	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2108.655#2108.951
339	дочь	дочь	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2108.951#2109.247
340	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2109.247#2109.543
341	делала	делать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2109.543#2109.839
342	же	же	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2109.839#2110.135
343	выбор	выбор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2110.135#2110.431
344	разве	разве	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2110.569#2110.836
345	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2110.836#2111.103
346	правильно	правильный	ADJ	_	Degree=Pos|Gender=Neut|Number=Sing|Variant=Short	_	_	_	@juad1986m-word#@juad1986m#2111.103#2111.37
347	?	?	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2111.37#2111.637
348	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2112.086#2112.672
349	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2114.414#2114.72
350	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@juad1986m-word#@juad1986m#2114.72#2115.026
351	смущает	смущать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2115.026#2115.332
352	то	то	SCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2115.332#2115.638
353	что	что	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2115.638#2115.944
354	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2115.944#2116.25
355	как	как	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2116.25#2116.556
356	бы	бы	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2116.556#2116.862
357	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2116.862#2117.168
358	присутствует	присутствовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2117.168#2117.474
359	при	при	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2117.474#2117.78
360	вот	вот	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2117.78#2118.086
361	этой	этот	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2118.086#2118.392
362	акции	акция	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2118.392#2118.698
363	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2118.698#2119.004
364	которая	который	PRON	_	Case=Nom	_	_	_	@juad1986m-word#@juad1986m#2119.004#2119.31
365	диковата	диковатый	VERB	_	Aspect=Perf|Gender=Fem|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	_	_	_	@juad1986m-word#@juad1986m#2119.31#2119.616
366	по	по	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2119.616#2119.922
367	своему	свой	DET	_	Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2119.922#2120.228
368	исполнению	исполнение	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2120.228#2120.534
369	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2121.293#2121.551
370	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2121.551#2121.809
371	не	не	PART	_	_	_	_	_	@juad1986m-word#@juad1986m#2121.809#2122.067
372	делала	делать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2122.067#2122.325
373	этот	этот	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2122.325#2122.583
374	выбор	выбор	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2122.583#2122.841
375	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2122.841#2123.099
376	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2123.099#2123.357
377	невольно	невольно	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2123.357#2123.615
378	её	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	_	_	_	@juad1986m-word#@juad1986m#2123.615#2123.873
379	туда	туда	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2123.873#2124.131
380	затащила	тащить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@juad1986m-word#@juad1986m#2124.131#2124.396
381	акции	акция	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2132.545#2132.914
382	против	против	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2132.914#2133.283
383	ментовского	ментовский	ADJ	_	Case=Gen|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2133.283#2133.652
384	насилия	насилие	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2133.652#2134.021
385	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2134.021#2134.39
386	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2134.39#2134.759
387	акции	акция	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2134.759#2135.128
388	где	где	ADV	_	Degree=Pos	_	_	_	@juad1986m-word#@juad1986m#2135.128#2135.497
389	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@juad1986m-word#@juad1986m#2135.497#2135.866
390	голая	голый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2135.866#2136.241
391	и	и	CCONJ	_	_	_	_	_	@juad1986m-word#@juad1986m#2136.396#2136.74
392	трахаешься	трахаться	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=2|Tense=Fut|VerbForm=Fin|Voice=Mid	_	_	_	@juad1986m-word#@juad1986m#2136.74#2137.084
393	/	/	PUNCT	_	_	_	_	_	@juad1986m-word#@juad1986m#2137.084#2137.428
394	под	под	ADP	_	_	_	_	_	@juad1986m-word#@juad1986m#2137.428#2137.772
395	камеры	камера	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2137.772#2138.116
396	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@juad1986m-word#@juad1986m#2138.116#2138.46
397	разные	разный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2138.46#2138.804
398	вещи	вещь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@juad1986m-word#@juad1986m#2138.804#2139.155
399	угу	уга	NOUN	_	Animacy=Inan|Case=Dat|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1838.441#1839.24
400	ммм	мм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1840.5#1842.058
401	с	с	ADP	_	_	_	_	_	@nat1989f-word#@nat1989f#1842.446#1842.758
402	шестнадцатого	шестнадцатый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1842.758#1843.07
403	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1843.07#1843.383
404	да	да	CCONJ	_	_	_	_	_	@nat1989f-word#@nat1989f#1844.723#1845.013
405	пф	пф	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1845.013#1845.303
406	/	/	PUNCT	_	_	_	_	_	@nat1989f-word#@nat1989f#1845.303#1845.593
407	ммм	мм	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1845.593#1845.883
408	ааа	аа	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1845.883#1846.173
409	накопилось	накопиться	VERB	_	Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@nat1989f-word#@nat1989f#1846.173#1846.463
410	очень	очень	ADV	_	Degree=Pos	_	_	_	@nat1989f-word#@nat1989f#1846.463#1846.753
411	много	много	ADV	_	Degree=Pos	_	_	_	@nat1989f-word#@nat1989f#1846.753#1847.043
412	всего	все	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1847.043#1847.333
413	но	но	CCONJ	_	_	_	_	_	@nat1989f-word#@nat1989f#1847.333#1847.623
414	нету	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nat1989f-word#@nat1989f#1847.623#1847.913
415	/	/	PUNCT	_	_	_	_	_	@nat1989f-word#@nat1989f#1847.913#1848.203
416	нету	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nat1989f-word#@nat1989f#1848.203#1848.493
417	каких-то	какой-то	DET	_	Case=Gen|Number=Plur	_	_	_	@nat1989f-word#@nat1989f#1848.493#1848.783
418	конкретных	конкретный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	_	_	_	@nat1989f-word#@nat1989f#1848.783#1849.073
419	причин	причина	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@nat1989f-word#@nat1989f#1849.073#1849.363
420	/	/	PUNCT	_	_	_	_	_	@nat1989f-word#@nat1989f#1849.363#1849.653
421	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@nat1989f-word#@nat1989f#1849.653#1849.943
422	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nat1989f-word#@nat1989f#1849.943#1850.233
423	в	в	ADP	_	_	_	_	_	@nat1989f-word#@nat1989f#1850.233#1850.523
424	какой-то	какой-то	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1850.523#1850.813
425	момент	момент	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nat1989f-word#@nat1989f#1850.813#1851.103
426	вот	вот	PART	_	_	_	_	_	@nat1989f-word#@nat1989f#1851.103#1851.393
427	/	/	PUNCT	_	_	_	_	_	@nat1989f-word#@nat1989f#1851.393#1851.683
428	что	что	SCONJ	_	_	_	_	_	@nat1989f-word#@nat1989f#1851.683#1851.973
